Place_Name,Sub_Place,Negative_Review,Positive_Review,,,Rating1,Tags,TourId,rating
Udupi,Manipal, Finding no car park when I had chosen a location with a car park was very annoying There was no real place to drop off our bags so we walked from the hospital car park some way The staff were a bit abrupt not really listening I asked for another pillow in the morning and when none arrived by evening I called reception They said one coming very soon I had to ring again and was told his colleague had been told Some time later I had said I wanted to go to place the pillow arrived with the explanation he was busy and had forgotten I took the opportunity to ask if we could cool the place down as we were so warm the night before The answer was no but we could have a fan I said no because I did not want to risk waiting , The place was pleasant We liked the big bathplace and the place was large and extremely comfortable The mini fridge safe tv s with English channels and the ability to make drink were pluses,,,4.6,"[' Leisure trip ', ' Couple ']",183,5
Udupi,Manipal, The shower has no curtain whatsoever so the water just spills over the whole bathplace , Nice comfy and cosy places with very big windows so there is plenty of light A lot of trams in the vicinity so it is easy to the city centre or any attraction ,,,8.3,"[' Leisure trip ', ' Group ']",184,9
Udupi,Krishna Matt, The location unfortunately were a bit far from the center 20 min by tramp , The place is beautiful and comfortable the shower is one of the best I ve ever seen The staff is very kind I would very much recommend this location if you don t mind travel 20 min to the center ,,,9.2,"[' Leisure trip ', ' Group ']",185,10
Udupi,Krishna Matt, The fact that building work meant the nightclub and half location were closed Woken by builders two mornings at 7am complained to reception who said it was saturday the next day so shouldnt get woken up no other compensation offered apart from a drink token on arrival in the form of two halves of heineken not good enough in our opinion , The place we upgraded to was very nice ,,,6.7,"[' Leisure trip ', ' Couple ']",186,7
Udupi,Krishna Matt, nature was expensive and location could have benefited with a place Swimming pool, Location was close enough to anything we needed location was big clean spacious places and nice Bus with friendly staff at a very good price would happily stay again,,,9.6,"[' Leisure trip ', ' Couple ']",187,10
Udupi,Krishna Matt, The location is being renovated and an extensive development is unfolding just outside During working hours the noise can be very disturbing The facilities look and sound rickety The A C is extremely loud and not very effective overall the place was too cold What s worse turning it off makes it possible to hear water flowing dropping through pipes in the walls Chinese water torture anyone The bathplace walls are transparent And I don t mean you can maybe make something out if you squint I mean Oh my word I didn t want to see that There is maybe one spot in the place where one does not have a complete view of whatever is happening inside the bathplace The staff didn t change the towels they simply re folded them 3 days in a row with no new towels The location is quite far from the center and there s little to do around it If you think you can walk think again and take the tram instead Or another location , Polite staff ,,,4.2,"[' Leisure trip ', ' Couple ']",188,5
Udupi,Krishna Matt, The bathplaces are more like a cubical with transparent glass Not ideal if you re a fan of your own privacy Considerable renovation works were ongoing during our stay for the inconvenience we were offered a free drink at the Bus I thought this was a nice gesture until I was repeatedly told I can have that drink or that one only a tea coffee or 25cl beer You might have well not bothered location Arena It was more like an insult , The staff we encountered were absolutely delightful and very helpful The places were clean stylish and comfortable The location was conveniently located within walking distance of the centre of Amsterdam ,,,9.2,"[' Leisure trip ', ' Couple ']",189,10
Udupi,Krishna Matt, the arena food was terrible my first place was facing the garden construction site which starts at 6am in the morning although per local law is not allowed when I reach the staff he said he could do nothing about it while the construction is actually owned by the location it s a real bazaar they can t control it after my insisting they changed my place but the fridge safe and sink wasn t working I stayed there 14 days never again , nothing,,,3.1,"[' Family trip ', ' Solo traveler ']",190,4
Udupi,Krishna Matt, In our own experience First night we couldn t sleep due to an extreme hot problem caused by the AC The next day we were moved to a better place ok but I was expecting to be refund for the night without proper sleep and we didn t AC was very noisy also in the new place And last At reception you will be told that reserving a taxi to the airport will cost 44Euro After doing so the taxi driver eventually charged us 55 Euro The driver simply said not responsible for promises from the location reception Be aware of that if you wanna use taxi from Arena, Staff was vey pleasant The place is very well designed,,,5.8,"[' Leisure trip ', ' Couple ']",191,6
Udupi,Krishna Matt, Arena location is located in a historical building and definitely needs to be renovated On the territory of the location just at the main entrance there are construction works Standard places have stairs places are on the upper level The space of the lower level is very small 50 of it is bathplace No cafes and supermarkets in the nearby No miniBus in place only at reception Arena is hardly a 4 star location in reality it can be regarded as a 3 location only , Location is good it takes 20 mins by feet and 10 15 mins by tram to get to the city center ,,,6,[' Solo traveler '],192,6
Udupi,Krishna Matt, Reception staff seemed a bit strange not that helpful , The place was stunning Did not expect the quality standard received after having to walk past a building site and enter through a dodgy back door Will definitely recommend ,,,9.2,"[' Leisure trip ', ' Couple ']",193,10
Udupi,Krishna Matt, Cost of taxi to the airport said it would cost 55 euros driver charged us 78 euros But only payed 45 euros from the airport to the location, Very smart place good food ,,,8.3,"[' Leisure trip ', ' Group ']",194,9
Udupi,Krishna Matt, No plug with washbasin Staff did not think this was a problem though I did Had to change from ground floor place where place was up a very steep ladder on a mezzanine , nature Staff,,,7.1,"[' Leisure trip ', ' Couple ']",195,8
Udupi,Krishna Matt, the building work created a bad first impression of the location as had to enter through a back door through building mess would expect to be notified seating in place uncomfortable as had no back rest had to sit on floor with back against settee stairs steep to go to bathplace at night was a little precarious nature expensive in comparison to outside arenas , staff helpful but maybe because of building upheaval location history and architecture a real treat would stay again try another place and see the location when fully refurbished possibly have a discount due to the visit being in middle of a bulding site and not as expected when booked ,,,8.8,"[' Leisure trip ', ' Couple ']",196,9
Udupi,Krishna Matt, The toilet has glass walls no privacy The place was dirty after 3 days because the cleaners never hoovered the place the towels never changed the fridge was empty the place was very small I don t understand how this location has 4 stars The day of our check out we were forced to leave the location at 8 30 because they would cut the electricity and the hot water due to renovation in the location , The hall,,,4.6,"[' Leisure trip ', ' Couple ']",197,5
Udupi,Krishna Matt, Partially frosted glass door into bathplace was both a tad noisy and a bit too sharing , Nice staff good places with separate little living place and placeplace did not experience any problems with the reconstruction ,,,9.2,"[' Leisure trip ', ' Family with young children ']",198,10
Udupi,Krishna Matt,No Negative, Staff were really friendly 24hour front desk beautiful location the place I stayed in double deluxe was amazing lots of arenas nearby for good food And easy trams into central 10 mins I highly recommend ,,,9.2,"[' Leisure trip ', ' Couple ']",199,10
Udupi,Krishna Matt, place particularly bathplace was a bit dirty when we arrived We found a pair of women shoes under the place a clear sign that the place was not properly cleaned In addition the daily cleaning was very basic Unacceptable for an location of this category Such a pity because everything else was great My advice to the management is more attention to details Having read the previous reviews it seems that the location managers don t really take comments on board Not conductive to maintain grow the business Listen to your customers please , Very beautiful building cozy place cool Bus ,,,6.7,"[' Leisure trip ', ' Group ']",200,7
Udupi,Krishna Matt,No Negative, Staff were very friendly on arrival we were upgraded on arrival fantastic place with lovely no fern decor there was works going on outside the location but we never heard a thing and it didn t make a difference would definable return to the location arena,,,9.2,"[' Leisure trip ', ' Couple ']",201,10
Udupi,Krishna Matt, Taxi from location to airport was extortionate price so we took the train nature was nice but very expensive , Close to Tram Excellent place nice staff ,,,10,"[' Leisure trip ', ' Couple ']",202,10
Udupi,Krishna Matt, Renovation around the location sometimes can start at 08 30 am and woke you up There is nothing inside the miniBus but they charge deposit of 150 euros for nothing in the place They dont have a luggage place instead they have lockers but for this they charge deposit of 10 from you ,No Positive,,,5.8,"[' Leisure trip ', ' Couple ']",203,6
Udupi,Krishna Matt, The place wasn t cleaned two days in a row I don t think glass wall and door to the bathplace is a good idea Didn t notice any navigation and got lost in location corridors for a few times , Good Wi fi ,,,6.3,"[' Leisure trip ', ' Couple ']",204,7
Udupi,Krishna Matt,No Negative, Good location next to the tram but is under going a major revamp No noise problem but the lovely garden is gone Sill good value for money This is a big place lovely old building ,,,10,"[' Leisure trip ', ' Couple ']",205,10
Udupi,Krishna Matt, At first glance it looks like a dream location But then when you go see the location renovated and under construction which was not mentioned to us in advance Importantly they did not hear the construction work but ideally they indicate the presence of this order Even the place itself looked like dreams a place with two floors first floor shower toilet living place and a small refrigerator upstairs placeplace But at night when you go to sleep it becomes a nightmare place The doors of the places slammed shut and all entry and exit from different sound intensity in our place There really bad in this location because of the noise of slamming doors In addition the place may flooring and also hear every footstep in the place above you and from you Clean place we had not exchanged towels for 3 days until we asked , The best thing at this price excellent price in relation to the modern and spacious place received ,,,6.7,"[' Leisure trip ', ' Couple ']",206,7
Udupi,Krishna Matt, Would have been courteous to have been told that building work was going on Bus staff wearing jeans and trainers is not in keeping with 4 location Having to ask every day for milk for tea making in place Having to ask for towels that were not left in the place place 304 no shelf in the shower for putting shampoo razor etc , Character of the location was great Location was good,,,6.3,"[' Leisure trip ', ' Couple ']",207,7
Udupi,Krishna Matt,No Negative, location and places were beautiful My friend and I wanted some luxury on our trip to Amsterdam and this location provided just that The staff were extremely friendly and gave us lots of advice on where to go local life etc You will need to get trams metro from this location which all added to the experience of our trip Would definitely recommend this location ,,,9.2,"[' Leisure trip ', ' Group ']",208,10
Udupi,Krishna Matt, The only negative was the noise there were building works going on at the time which we were aware of when booking our stay and which weren t a huge problem but we did find it difficult to sleep with the noise at night cause by i assume the other guests It was probably enough to put me off visiting in the future , The staff were extremely polite and helpful i honestly couldn t fault them The place itself was clean and comfortable and the location was great ,,,7.9,"[' Leisure trip ', ' Couple ']",209,8
Udupi,Krishna Matt, Not given the place type we had booked and prepaid for No on site car park available despite pre booking of this location was a building site so not very welcoming No privacy at all in bathplace as separated from lounge area by glass panel only Stairs to place level steep and dangerous as no hand rail Arrived for our prepaid nature to be told we hadn t paid and had to show our payment receipt to prove we had ,No Positive,,,4.6,"[' Leisure trip ', ' Couple ']",210,5
Udupi,Krishna Matt, next to a larger construction site shocking at first sight but not noisy or disturbing at least not during my stay, friendly staff place is very clean and charming beautiful arena and Bus food looked I didn t try it way better than the usual Amsterdam culinary sins,,,9.2,"[' Leisure trip ', ' Solo traveler ']",211,10
Udupi,Krishna Matt,No Negative, This was our first time in Amsterdam and the staff were incredibly helpful They took special notice of the fact that is was my birthday and were so friendly ,,,10,"[' Leisure trip ', ' Couple ']",212,10
Udupi,Krishna Matt, Building work going on at the location didn t know this when we booked and didn t get a discount monday morning they started at 6 30am , Great location lovely place,,,5.8,"[' Leisure trip ', ' Couple ']",213,6
Udupi,Krishna Matt, The place with stairs was quite uncomfortable with very reduced spaces and steep stairs , Very nice property stylish location friendly staff spacious places except the one with stairs and close to the city center just a couple of stops by tram ,,,8.3,"[' Leisure trip ', ' Family with older children ']",214,9
Udupi,Krishna Matt, The location is going though a period of renovation and extension Construction work starts at seven and is rather noisy Especially the entrance area is affected But the location does need a facelift , Boutique atmosphere good size places with comfortable places and stylishly designed bathplaces ,,,7.1,"[' Leisure trip ', ' Group ']",215,8
Udupi,Krishna Matt,No Negative, It was a well kept location in a lovely area The staff and services offered were excellent We felt it was a great value Our beautiful place with a view was a bonus ,,,10,"[' Leisure trip ', ' Couple ']",216,10
Udupi,Krishna Matt, Its hard to get back to the location later at night since the tram is off after around midnight and walking 30mins after going out in the other end of the city can be tiring but we managed anyway This is not a big issue unless you really prefer to be in the center rather than in a beautiful quiet location as this one Not enough soap in the place arena Bus snacks are very expensive Also I would ve appreciated being told that there is construction going on before the booking although this was again a non issue except for the small visual inconvenience in the entrance No noise or dirt at all , The location is beautiful the pictures here arent doing it justice at all right on Oosterpark which is awesome The location is great walking distance to the tram public transport to anywhere and 5 10 mins to POI convenience shops and small local Buss on the quieter part of the city You can also get to the city center by walking but it will take about 20 30mins Very clean place made and towels changed everyday Almost perfect ,,,9.2,"[' Leisure trip ', ' Couple ']",217,10
Udupi,Krishna Matt, No convenient stores surrounding location area Had to walk quite far for grocery shopping, Crews being nice and helpful Environment quiet and peaceful but unfortunately certain areas under construction ,,,6.3,"[' Leisure trip ', ' Couple ']",218,7
Udupi,Krishna Matt, The pillow and the double charged city tax One of the staff at the reception is not so nice , The bathplace and sofa are so good The building style is really awesome ,,,9.6,"[' Leisure trip ', ' Couple ']",219,10
Udupi,Krishna Matt, We don t like the open concept shower It gets very messy on the whole bathplace floor especially if you re not used to it Not a huge fan of the see through bathplace concept when you can see your friend using the toilet whilst watching television it is cool to watch tv while in the bath though The location place was otherwise very nice , We liked the location and the extra pleasant staff They were very accommodating to our requests e g extra towels and specialty pillows ,,,7.9,"[' Leisure trip ', ' Couple ']",220,8
Udupi,Krishna Matt,No Negative, I loved the location design and decoration Staff were extremely nice always helpful and smiling That is something you really appreciate when you are on a 24 hour Family trip nature was way better than I expected although coffee was quite bad That is something most locations fail to nail and I think most guests find it important places are fantastically cozy clean and comfortable ,,,9.6,"[' Family trip ', ' Solo traveler ']",221,10
Udupi,Kudlu falls, Iron wasn t very good Bathplace is glass walls so you can see through it Building works took away from quality of location We didn t like they reserved 150 on our bank card which was not made clear prior to booking and we are still unsure of why this was done, The place was comfy and large The wifi was fast and good Separate living area Powerful shower,,,9.2,"[' Leisure trip ', ' Couple ']",222,10
Udupi,Kudlu falls,No Negative, Got in late and hadn t eaten 24 hour pizza delivery offered at front desk brilliant at 12pm friendly staff and wifi in place location is 15 mins walk from dam square nice to be away from the hussle and bussle in town ,,,9.6,"[' Leisure trip ', ' Couple ']",223,10
Udupi,Kudlu falls,No Negative, We stayed at the location for 5 nights location is a bit far from the center but with the tram and metro you arrive at the center in minutes location is situated in a quite area The places are very spacious comfortable and cosy The staff is very nice and helpful,,,9.6,"[' Leisure trip ', ' Couple ']",224,10
Udupi,Kudlu falls, Theres nothing we was unhappy with, Really enjoyed our stay at location arena staff were fab made us feel really welcome even made us a coffee at 6am whilst waiting fir our taxi to the airport,,,10,"[' Leisure trip ', ' Couple ']",225,10
Udupi,Kudlu falls,No Negative, The matress and pillows were exceptionally good Best sleep in terms of comfort ever I would be grateful to know your suppliers as would like to replicate this comfort in my own home ,,,9.6,"[' Family trip ', ' Solo traveler ']",226,10
Udupi,Kudlu falls, The places were cleaned daily fresh towels etc but the linen on the place was not changed and had dirty marks on it , Although the location is a little from the main centre the location itself was outstanding The location is currently under construction and expanding its capacity and arena Bus space I was shocked when we arrived to see a construction site but you couldn t hear any building work from the place and the location was impeccable inside Fantastic value for money but I assume once the construction has been completed the location will be one of the top places to stay in Amsterdam The Bus and arena is an added bonus to the location and the staff were pleasant and polite The location is spectacular and the places are modern and very comfortable the previous reviews regarding the bathplace walls are true but we didn t find that an issue I would certainly recommend this location to anyone especially for the location as many trams lead to the centre of Amsterdam in only 7 10 minutes ,,,8.8,"[' Leisure trip ', ' Couple ']",227,9
Udupi,Kudlu falls, Our place was gorgeous but no big light it was broken so was in dim lighting my stay really steep stairs in my place 62 was genuinely scared walking down them house keeping made my place but didn t change the sheets , Great place bathplace beer garden decor staff and food ,,,7.5,"[' Leisure trip ', ' Group ']",228,8
Udupi,Kudlu falls, n a, This is a fantastic place to stay and felt like true luxury despite the amazingly cheap price that we paid for our stay There is work going on at the moment but we were given free drinks which were delicious and would both love to return to see the location when all the work is finished as it is such a fantastic place to stay that is steeped with history Also the shower was incredible ,,,9.2,"[' Leisure trip ', ' Couple ']",229,10
Udupi,Kudlu falls,No Negative, We loved our stay at location arena The location was great Staff was really kind especially for Job the guy encharged of the arena and Sander the guy who recieved us in the front desk Talking to them it came up in the conversation that my boyfriend and I got engaged the day before arriving to the location That night when we got to our place there was a great bottle of champagne and a beautiful congratulations card waiting for us un our place It was a very classy detail We were so thankful about it Also places and pillows were great the nature boufett awesome and i woukd also recommend to have at least one dinner at the locations arena Food is great Thank u for everything location arenaaa ,,,10,"[' Leisure trip ', ' Couple ']",230,10
Udupi,Kudlu falls, It s a bit of a walk to the tram station that connects to the city centre , Everything The friendly staff super comfortable place we did not want to get out of place in the morning it was so comfortable the artsy decor of the location chic Bus It was truly pleasant to stay in location Arena,,,9.6,"[' Leisure trip ', ' Couple ']",231,10
Udupi,Kudlu falls, No bad experiences, Amazing places with beautiful view of river Food was delicious particularly the veal croqettes and the salmon Staff are helpful and friendly ,,,9.6,"[' Leisure trip ', ' Couple ']",232,10
Udupi,Kudlu falls, floor tiles in bath place shower were slippery when wet Black coating on glass wall between bath place place was obviously an attempt to darken the glass tint that was inadequate Hall way to places on 2nd floor was too dark gloomy Reception area stuffy too hot on day we checked in I question the 4 star rating, staff good location suited us,,,7.1,"[' Leisure trip ', ' Couple ']",233,8
Udupi,Kudlu falls, The bathplace needed to be deep cleaned Tiles had water marks no toiletries just champu and shower caps Loads of marks around the place of heavy use needs updating, Great historic buildig,,,5.8,"[' Leisure trip ', ' Couple ']",234,6
Udupi,Kudlu falls, There was a problem with the hairdryer in our place The location sent a replacement but it couldn t be used in front of a mirror Just a minor detail really but a bit annoying , The location was great The places were gorgeous and the staff really friendly Our place was beautifully decorated very modern sleek design with a mezzanine and spotlessly clean Drinks in the Bus were good and not overly expensive The location was perfectly located in a lovely part of town within easy reach of town using ansterdams great public transport or the locations rental bikes ,,,10,"[' Leisure trip ', ' Couple ']",235,10
Udupi,Kudlu falls, There were renovations going on that made it quite noisy at times, How different it was from other locations the staff the Bus area and the location was good for tram access,,,8.3,"[' Leisure trip ', ' Group ']",236,9
Udupi,Kudlu falls,No Negative, This is an older building with a wonderful refurbishment Our placeplace and bathplace were state of the art and perfect The dining experience was also excellent We had a problem with one meal but it was fixed immediately Will go back ,,,10,"[' Leisure trip ', ' Couple ']",237,10
Udupi,Kudlu falls, The variety of the nature was not as good Empty marmalade coffee was more water , Was convenient because our friends live close by Furhthermore I liked the possibility of renting a bike on short notice And the interior was spectacular liked the modern twist ,,,7.5,"[' Leisure trip ', ' Couple ']",238,8
Udupi,Kudlu falls, Small place in 2 levels connected by a very narrow and small steps The place in general shows a lack of maintenance walls courtains etc Very noisy place there where machines working just a few meters far from the window , The terrace lounge The building The location ,,,6.7,"[' Leisure trip ', ' Couple ']",239,7
Udupi,Kudlu falls, Our place was above the Bus area because the air conditioning was not working we had to have the windows wide open because it was hot so it was quite noisy late at night , The staff were very friendly and very helpful ,,,9.2,"[' Leisure trip ', ' Couple ']",240,10
Udupi,Kudlu falls, places were not sufficiently cleaned on a daily basis i e no fresh cups provided once used toilet rolls not replaced bit emBusrassing having to ask at reception for more , Very comfortable big place Free wi fi Lovely building and interior,,,8.3,"[' Leisure trip ', ' Couple ']",241,9
Udupi,Kudlu falls, The only thing our place lacked was decent storage space but for a shorter stay 3 days this wasn t an issue , A great place that is stylishly decorated The places are really comfortable and the shower is fantastic The place we had also featured a lovely little loft with two chairs a desk and a TV the extra space made the place a lot nicer than your standard location place ,,,9.6,"[' Leisure trip ', ' Couple ']",242,10
Udupi,Kudlu falls,No Negative, I loved the place There was so much space spanning two floors The staff were super friendly and gave us great advice on locations to visit during our stay in Amsterdam ,,,9.6,"[' Leisure trip ', ' Couple ']",243,10
Udupi,Kudlu falls, A bit noisy You can hear a lot through the walls It s a shame the construction is still going on however there is minimal disruption from this and it sounds like it will be great when done , Friendly staff nice places comfy place though pillows aren t as comfy as they look There are two trams that leave from close to the location and one goes directly to Central and both go to the main tourist hub Oosterpark right on your door step,,,8.8,"[' Leisure trip ', ' Couple ']",244,9
Udupi,Kudlu falls, service of the nature team plates were not taken away had more eye to themselves entrance looked poor given the renovation of the other parts of the building , location outside terras,,,6.7,"[' Leisure trip ', ' Couple ']",245,7
Udupi,Kudlu falls,No Negative, Great arena Bus very green area you dine literally in the park great place for morning run,,,9.6,"[' Leisure trip ', ' Group ']",246,10
Udupi,Kudlu falls, places sucked Air conditioner too loud for use , Nice property and building ,,,7.5,"[' Leisure trip ', ' Solo traveler ']",247,8
Udupi,Kudlu falls, The places were a little small and very low ,No Positive,,,7.5,"[' Family trip ', ' Solo traveler ']",248,8
Udupi,Kudlu falls, House keeping making up places and replacing toiletries was very sporadic , Outside areas staff deco and art,,,9.6,"[' Leisure trip ', ' Family with young children ']",249,10
Mysore,Mysore palace, Slow check in Slow service in Bus Transparent bathplace door, place was very comfy Close to tram stops,,,7.5,[' Couple '],250,8
Mysore,Mysore palace, Minimal space around the place, nature was very good but it wasn t included in the price of the place Right by the Ostpark which is very pleasant,,,5.8,[' Couple '],251,6
Mysore,Mysore palace,No Negative, Super stylish location next to a lovely park Close enough to the city centre but far enough if you get me ,,,9.6,"[' Leisure trip ', ' Group ']",252,10
Mysore,Mysore palace, place rather small but on two levels, nature is amazing Very kind staff,,,9.2,"[' Family trip ', ' Solo traveler ']",253,10
Mysore,Mysore palace,No Negative, Decor service fresh herb garden ,,,10,"[' Leisure trip ', ' Couple ']",254,10
Mysore,Mysore palace, Quite pricey considering nature was extra, place was really comfy easy to access tourism areas using public transport but quiet area ,,,6.3,"[' Leisure trip ', ' Couple ']",255,7
Mysore,Mysore palace,No Negative, Standard place is amazing location is adorable Everything was stunning from A to Z from indoors design to really good noise isolation ,,,10,"[' Leisure trip ', ' Family with young children ']",256,10
Mysore,Mysore palace, Very long check in process, Impressive venue,,,7.9,"[' Family trip ', ' Solo traveler ']",257,8
Mysore,Mysore palace, The hair drier was the only thing I could complain about , Beautiful location Nice place and excelelnt facilities for breakbast and dining ,,,9.2,"[' Leisure trip ', ' Family with young children ']",258,10
Mysore,Mysore palace, Unusual place layout, Beautiful location next to park,,,6.3,"[' Family trip ', ' Solo traveler ']",259,7
Mysore,Mysore palace, place design resulted in limited storage space No milk provided for tea coffee facilities in place, Excellent natures,,,7.9,"[' Leisure trip ', ' Couple ']",260,8
Mysore,Mysore palace, Our place was small air con leaked and staff wasn t very helpful , Outside of the location was beutiful and the surrounding areas,,,5.5,"[' Leisure trip ', ' Couple ']",261,6
Mysore,Mysore palace, Doors on placeplaces slammed shut noisily Not good at night , Staff were very friendly location decoration impressive ,,,7.5,"[' Leisure trip ', ' Group ']",262,8
Mysore,Mysore palace, Loud in corridors thin walls could hear neighbours walking outside Anne closing doors Annoying , Good service Great arena Great surroundings ,,,6.3,"[' Leisure trip ', ' Couple ']",263,7
Mysore,Mysore palace, Loud aircondition, place was spacious enough place was very comfortable Park was amazing,,,7.9,"[' Leisure trip ', ' Couple ']",264,8
Mysore,Mysore palace, The location was under renovation while we there which we were not advised of before booking , The place was very comfortable and the place was very clean,,,6.7,"[' Leisure trip ', ' Family with young children ']",265,7
Mysore,Mysore palace,No Negative, place was awesome,,,10,"[' Leisure trip ', ' Couple ']",266,10
Mysore,Mysore palace, they robplace me blind of nearly 500 Euros, nothing,,,2.5,[' Solo traveler '],267,3
Mysore,Mysore palace, place was very small and had a small staircase up to the place, place was really comfortable ,,,9.2,"[' Leisure trip ', ' Couple ']",268,10
Mysore,Mysore palace, Nothing , everything ,,,10,"[' Leisure trip ', ' Couple ']",269,10
Mysore,Mysore palace,No Negative, Amazing view to the park not so busy area Nice places,,,10,"[' Leisure trip ', ' Couple ']",270,10
Mysore,Mysore palace, shower flooded and place appeared a bit dusty , fantastic building and interior design Added bonus of park setting ,,,8.3,"[' Leisure trip ', ' Family with young children ']",271,9
Mysore,Mysore palace,No Negative, Location was superb overlooking oosterpark nice and quiet away from the city centre tram stops very close by and metro not far away ,,,9.6,"[' Leisure trip ', ' Couple ']",272,10
Mysore,Mysore palace, check in time 3pm, location places staff,,,8.8,"[' Leisure trip ', ' Couple ']",273,9
Mysore,Mysore palace, Overcharging for the parking lot , place was as shown on the pictures cozy posh and really stylish Staff was trully polite and helpful ,,,9.6,"[' Leisure trip ', ' Group ']",274,10
Mysore,Mysore palace,No Negative, Excellent place and interesting location Great location out of the centre but easy to get to on tram ,,,9.2,"[' Leisure trip ', ' Group ']",275,10
Mysore,Mysore palace,No Negative, Stunning places and dining area In a lovely location just off a park ,,,9.6,"[' Leisure trip ', ' Couple ']",276,10
Mysore,Mysore palace,No Negative, The staff were really helpful and the location was in a great location ,,,10,"[' Leisure trip ', ' Group ']",277,10
Mysore,Mysore palace, Nearly everything about my stay, The only thing I love was that the place was comfy and the building on the outside everything else I hated,,,3.3,"[' Leisure trip ', ' Couple ']",278,4
Mysore,Mysore palace,No Negative, Comfy place tasty hot chocolates,,,10,"[' Leisure trip ', ' Couple ']",279,10
Mysore,Mysore palace, Service in the arena was very slow and not the best , Beautiful location with views of the park Transport links are very close and excellent,,,7.5,"[' Leisure trip ', ' Couple ']",280,8
Mysore,Mysore palace, I booked a twin place so thought there would be twin places but got put in a double place with a double place,No Positive,,,8.3,"[' Leisure trip ', ' Solo traveler ']",281,9
Mysore,Mysore palace,No Negative, Me and my boyfriend got engaged at the location and the staff were absolutely fantastic ,,,10,"[' Leisure trip ', ' Solo traveler ']",282,10
Mysore,Mysore palace,No Negative, They gave us an upgrade of the place Beautifull sort of attic place complete white very very nice ,,,9.2,"[' Leisure trip ', ' Couple ']",283,10
Mysore,Mysore palace, Nothing , Loved the lay out and design of the location ,,,10,"[' Leisure trip ', ' Solo traveler ']",284,10
Mysore,Mysore palace, The wifi did not work in our place , Great location lovely helpful staff very pretty and modern location ,,,9.6,"[' Leisure trip ', ' Couple ']",285,10
Mysore,Mysore palace,No Negative, place extra comfy,,,9.2,"[' Leisure trip ', ' Couple ']",286,10
Mysore,Mysore palace, Wifi service wasn t great and we couldn t actually connect , Large clean places with a nice size comfy place All round just very clean ,,,10,"[' Leisure trip ', ' Couple ']",287,10
Mysore,Brindavan Gardens, The heating was a bit too low but eeeh, Everything Classy ,,,9.6,"[' Leisure trip ', ' Solo traveler ']",288,10
Mysore,Brindavan Gardens, Nothing, Everything,,,10,"[' Leisure trip ', ' Couple ']",289,10
Mysore,Brindavan Gardens,No Negative, comfort and cleanliness,,,7.9,"[' Leisure trip ', ' Couple ']",290,8
Mysore,Brindavan Gardens, Food was a little expensive, The placeplaces were amazing and the places were so comfy,,,8.8,"[' Leisure trip ', ' Couple ']",291,9
Mysore,Brindavan Gardens, nature poor , Great location with beautiful interior,,,7.5,"[' Leisure trip ', ' Couple ']",292,8
Mysore,Brindavan Gardens, Small and unclear entrance indications There was like a labirynth due to construction area , Well equipped nice place Traditinal but modern building ,,,9.2,"[' Family trip ', ' Solo traveler ']",293,10
Mysore,Brindavan Gardens, Nothing it was perfect, Very clean and tidy location Very Comfortable place everything was great,,,10,"[' Leisure trip ', ' Couple ']",294,10
Mysore,Brindavan Gardens, Location ongoing refurbishment decor , Comfortable big place place swaped without issues ,,,5,"[' Leisure trip ', ' Couple ']",295,5
Mysore,Brindavan Gardens, location under renovation , nature,,,6.3,"[' Family trip ', ' Solo traveler ']",296,7
Mysore,Brindavan Gardens, Customer service and cleanliness of places , Unique place design beautiful place ,,,5.4,"[' Leisure trip ', ' Group ']",297,6
Mysore,Brindavan Gardens,No Negative, The place was incredible ,,,8.8,"[' Leisure trip ', ' Couple ']",298,9
Mysore,Brindavan Gardens, location is currently under renovation so not looking very nice from outside , nice location super helpful front desk staff ,,,8.8,"[' Family trip ', ' Solo traveler ', ' Stayed 9 nights ']",299,9
Mysore,Brindavan Gardens, Renovations taking place which were not communicated foul smell outside our place things left from previous guest, Nothing in particular stood out,,,4.6,"[' Leisure trip ', ' Group ']",300,5
Mysore,Brindavan Gardens, Could hear other people shutting doors but didn t bother us much at all, The place was so clean and tidy the place was amazingly comfey and so big,,,10,"[' Leisure trip ', ' Couple ']",301,10
Mysore,Brindavan Gardens, The places could be more sound secure Lots of noise from neighbouring places , The front desk where very kind and helpful ,,,7.5,"[' Leisure trip ', ' Couple ']",302,8
Mysore,Brindavan Gardens, Need to do narrow stairs to reach the place, Huge bath with big bathtub,,,8.3,"[' Family trip ', ' Solo traveler ']",303,9
Mysore,Brindavan Gardens, traffic noise in some places , great service good location for city centre good food very unusual minimalist place decor,,,9.6,"[' Leisure trip ', ' Couple ']",304,10
Mysore,Brindavan Gardens, No shelf in shower for toiletries In middle of renovations, Easy access to trams direct into town ,,,7.1,"[' Leisure trip ', ' Couple ']",305,8
Mysore,Brindavan Gardens,No Negative, Excellent quality location Friendly staff great location lovely facilities Overall great location Would definately stay here again ,,,10,"[' Leisure trip ', ' Group ']",306,10
Mysore,Mysore Zoo, All ok, Nothing else,,,10,"[' Leisure trip ', ' Couple ']",307,10
Mysore,Mysore Zoo, You can hear doors opening and closing Other than that I had a pleasant night ,No Positive,,,6.7,"[' Leisure trip ', ' Couple ']",308,7
Mysore,Mysore Zoo, Construction, Staff extremely helpful and knowledgeable,,,9.6,"[' Leisure trip ', ' Couple ']",309,10
